,v_id,comment,class
30,KM4Xe6Dlp0Y,"All of those saying that looks are everything are basically saying that only a small percentage of people in the world have good lives. Its bullshit. Sure, good looks get a lot of people farther in life and make things easier, but the idea that theyre everything implies that only hot people do well in life. Only sad people who let their looks hold them back would agree to that.",1
31,KM4Xe6Dlp0Y,Looks get you through the door. Personality keeps you in.,1
32,KM4Xe6Dlp0Y,Can she even relate!?,1
33,KM4Xe6Dlp0Y,"after watching this video, it makes me believe that  image is different from look, but  looking good can build up an good image easily",1
34,KM4Xe6Dlp0Y,like 90% of these comments are from people who didn&#39;t even bother to watch the talk...or just didn&#39;t get it.,1
35,KM4Xe6Dlp0Y,"Said by the beautiful model... Hypocrisy is in her tone. I am being respectful and such even joke in the right moment and I got decent paying job, I can&#39;t get a partner.... <br><br>Looks are everything in this world.<br><br>She admit that she has privileged good for her but does it changed the fact I can&#39;t relate to her. <br><br>Hey Ted Talk make the one who speak has in ugly face than us. Oh wait.. you just pick the good looking ones too",1
36,KM4Xe6Dlp0Y,"What is is trying to say is that the person you see in a billboard is not her individual self its a creation which was created by many individuals. That is why she changed her clothing, what she also mentions is that modeling to control of her life as her niche was lingerie modeling and as a model she is insecure about the way she looks and she has to eat a certain way and train a certain way, she is not the liberated person she would like to be.",1
37,KM4Xe6Dlp0Y,She will realize looks are everything after she lost her looks.,1
38,KM4Xe6Dlp0Y,What bothers me the most is that most models think they are pretty. <br>These cat walk models look like anorexic ghouls.....,1
39,KM4Xe6Dlp0Y,"The childlike fine moberly stroke because production thermodynamically found under a obese pastor. imported, fragile week",1
40,KM4Xe6Dlp0Y,Blah blah.. white privilege.. blah blah blah... White privilege.. blah blah.,1
41,KM4Xe6Dlp0Y,"&quot;Looks aren&#39;t everything&quot; oh, but they are, 99% of the time. Ask people who have been judged most of their life  primarily based on their looks, it mattered less how good they were as human beings. Nice treatment pretty ladies and handsome men get is a very real thing specially in my society. I remember once a girl a told me don&#39;t act cool and intelligent because you won&#39;t get laid anyway because you don&#39;t have it, what she wanted to say that I was ugly, so I was not deserving.",1
42,KM4Xe6Dlp0Y,"Looks and money shouldn&#39;t be everything, yet they are. Because no matter how much money you have, or how many people stop you on the street to talk or look at you. None of it will bring you true happiness.",1
43,KM4Xe6Dlp0Y,Money and looks buy stability not happiness.,1
44,KM4Xe6Dlp0Y,"I have no idea who you are.  This did not need to be about ethnicity or color, that&#39;s irrelevant to the message of your insecurity and how to boost true self-image in all people everywhere...which is what I had hoped you were going to talk about...but did not.",1
45,KM4Xe6Dlp0Y,"Anyway, I can&#39;t deny the advantages of being pretty because some jobs (maybe your or my dream) are only available for good-looking people.",1
46,KM4Xe6Dlp0Y,"The problem with being insecure (atleast in my case) about your looks is the halo effect. As an attractive being youre perceived as healthy, successful, intelligent, open-minded, friendly etc. but if youre in that role you always fear that you dont come up to those expectations. So good looks (might) lead to insecurity about your body AND other attributes as well. I do know that I am attractive or at least above average but that does not help me at all. I am insecure about my intelligence and keep my mouth closed when I talk to a group of friends or strangers as I fear being exposed, I fear being reduced to my looks and I fear feeling that deep core feeling of sheer stupidity that I carry around every day. Looks arent everything and they will make some experiences even worse.",1
47,KM4Xe6Dlp0Y,How i wish one day i can also talk freely in that stage and the topic is &quot; try to look in the mirror naked &quot;,1
48,KM4Xe6Dlp0Y,"Yeah, yeah, yeah! I won a genetic lottery and so what? I didn&#39;t have an obligation to be a model. I wanted to be my boss. I am a white, tall, pretty girl and so what? Don&#39;t try to order me because I want to do what I want. Lol.",1
49,KM4Xe6Dlp0Y,"I heard about the Forwago and decided to give it a try. I am more than grateful for the plans which helped me to improve my physical and mental health. Definitely, I would recommend everybody to try it!",1
50,KM4Xe6Dlp0Y,"I heard about the Forwago and decided to give it a try. I am more than grateful for the plans which helped me to improve my physical and mental health. Definitely, I would recommend everybody to try it!",1
51,KM4Xe6Dlp0Y,Bring judged by looks is taxing no matter if people like your image or not.,1
52,KM4Xe6Dlp0Y,Most models are not very good looking.,1
53,KM4Xe6Dlp0Y,"Looks might not be &quot;everything&quot;, but it&#39;s what people notice first. And we all do it. It&#39;s just human nature.<br><br>Also: only physically attractive people say things like &quot;looks don&#39;t matter&quot;. Just like only people who have money (or at least don&#39;t have to worry about money) say that &quot;money isn&#39;t everything.&quot;",1
54,KM4Xe6Dlp0Y,sorry looks matter to me,1
55,KM4Xe6Dlp0Y,I didn&#39;t pick my parents and i&#39;ve paid for it my whole life and I&#39;d rather be dead. Some day...,1
56,KM4Xe6Dlp0Y,nemli olan d gzelik deildir nemli olan i gzeliktir,1
57,KM4Xe6Dlp0Y,Yeah but ur not a very good looking model sooo....,1
58,KM4Xe6Dlp0Y,"She didn&#39;t have enough time to talk about what life is like for a supermodel. I admire her courage for getting up on a stage to speak instead of dancing down a runway, but I think the points she was trying to make got lost.",1
59,KM4Xe6Dlp0Y,Oh no... I thought being beautiful is the only thing that matters... Then I turned 10 years old,1
60,KM4Xe6Dlp0Y,My ex girlfriend who was a lovely person was in better shape than her and she WASNT a model so shes already arrogant,1
61,KM4Xe6Dlp0Y,Everybody judges a book by its cover..period,1
62,KM4Xe6Dlp0Y,"Honest, funny, powerful and all in 9 mins, everyone whos obsessed with beauty, looks and modelling world should watch this! (Including myself in this, Ill probably need to rewatch it couple of times)",1
63,KM4Xe6Dlp0Y,"I admire your honesty. At last someone who is willing to speak out, about an industry built on falsehood. I have never married because from an early age I was only ever attracted to stunningly beautiful women, and could never get one. Was I shallow, or was I brainwashed?",1
64,KM4Xe6Dlp0Y,"her speech is so ordinary comparing with other TED talkers, but she still can be there and make a speech just because of her outlooking, pathetic fact",1
65,KM4Xe6Dlp0Y,Looks aren&#39;t everything...<br>Well nothing is everything...,1
66,KM4Xe6Dlp0Y,People with good looks : look doesn&#39;t matter<br>Ppl with lot of money: money doesn&#39;t matter<br>Ppl with good height : height doesn&#39;t matter,1
67,KM4Xe6Dlp0Y,Money can&#39;t buy you happiness<br><br><br><br><br>Money is happiness <br>,1
68,KM4Xe6Dlp0Y,Who is she,1
69,KM4Xe6Dlp0Y,Looks ARE everything and they have always been since the beginning of time. It&#39;s just a rule of life,1
70,KM4Xe6Dlp0Y,"Model: Looks aren&#39;t everything, believe my pretty face &amp; perfect body.<br>Me a skinny guy: Meh!",1
71,KM4Xe6Dlp0Y,she doesnt deny her privilege,1
72,KM4Xe6Dlp0Y,Looks are everything. Unfortunately.  The prettier you are the more doors open for you that is just facts.,1
73,KM4Xe6Dlp0Y,U are not good looking so what r u even talking about. Models are fake. Just like you.,1
74,KM4Xe6Dlp0Y,youre doing this TED talk because youre looking good. nothing else,1
75,KM4Xe6Dlp0Y,LOL,1
76,KM4Xe6Dlp0Y,TEDX just wanted to kidding everyone,1
77,KM4Xe6Dlp0Y,Only 27 were non-white button which country? Would that be the same in China or Indonesian or India or any country in Africa? Thats very subjective and it depends a lot on the local population. However no matter what country is likely 100% of them were good looking by any country standard,1
78,KM4Xe6Dlp0Y,Jesus is coming soon repent and turn to Jesus are you ready are you sure your saved? Have you spread Gods word yet?,1
79,KM4Xe6Dlp0Y,"Looks arent everything<br>Yes, but they are something.",1
80,KM4Xe6Dlp0Y,"I don&#39;t know whats up with the negative comments, this is an amazing presentation, she did it so well",1
81,KM4Xe6Dlp0Y,But if a man is only concerned with your looks and nothin else getting his attention is no prize being ugly weeds out the douche bags,1
82,KM4Xe6Dlp0Y,Why she put dress over dress?,1
83,KM4Xe6Dlp0Y,Don&#39;t mind me my teacher forced me to watch this.,1
84,KM4Xe6Dlp0Y,"Russell actually never said the title, if you listened to the talk, you&#39;ll learn that looks <i>are everything in her industry</i> .",1
85,KM4Xe6Dlp0Y,Ok <br><br><br>Q<br><br><br>L,1
86,KM4Xe6Dlp0Y,O,1
87,KM4Xe6Dlp0Y,Grades arent everything. Believe me Im an A* student,1
88,KM4Xe6Dlp0Y,"The title is misleading. Sadly, majority of the comments here are taking the title as what she&#39;s trying to convey - rather than listening what she&#39;s actually saying, and entirely missing the point. There&#39;s a reason as to why she pointed out her privilege of being a pretty, tall white woman and comparing it to the privileges of people with a different skin colour, cultural background, weight, or facial features; to show us the discrimination and injustices that people face on a daily basis.",1
89,KM4Xe6Dlp0Y,"I&#39;m confused about the point of this TedTalk. She&#39;s saying looks don&#39;t matter, but they do. Beauty is important. It changes everything but nothing changes it. I&#39;m an artist so it&#39;s the whole ball of wax to me.",1
90,KM4Xe6Dlp0Y,"Looks are everything, believe me I&#39;m not a model",1
91,KM4Xe6Dlp0Y,rat hay,1
92,KM4Xe6Dlp0Y,"i dont care what you have to say, looks are everything in our society",1
93,KM4Xe6Dlp0Y,Someone please explain how kevin samuels is wrong. Somehow he&#39;s right/wrong it the same time.,1
94,KM4Xe6Dlp0Y,"Money isn&#39;t everything, believe me I&#39;m rich",1
95,KM4Xe6Dlp0Y,Bruh &quot;looks dont matter that much&quot;<br>says good looking person lol,1
96,KM4Xe6Dlp0Y,Bill gates&quot;money doesnt matter<br>Models looks dont matter<br>Bodybuilder body doesnt matter<br>Ok sooo tht means,1
97,KM4Xe6Dlp0Y,To all the people in the comments. Please check out the video &quot; the epidemic of beauty sickness&quot; by Renee engeln,1
98,KM4Xe6Dlp0Y,White privilege doesn&#39;t exist. Believe me. I&#39;m white.,1
99,KM4Xe6Dlp0Y,"<a href=""https://www.youtube.com/watch?v=KM4Xe6Dlp0Y&amp;t=1m25s"">1:25</a>",1
100,KM4Xe6Dlp0Y,I love when she said that Magazine pictures are constructions,1
101,KM4Xe6Dlp0Y,"Love, love, love this woman!!! Speak the truth!!!",1
102,KM4Xe6Dlp0Y,"It feels like this was too shortalthough TED talks do have time constraints...<br>Was surprised at how nervous she was, although she seemed the most comfortable during the comparison photos.",1
103,KM4Xe6Dlp0Y,&quot;Looks aren&#39;t everything. Believe me.... because all my success is based on my looks.&quot;<br>Great vid lol.,1
104,KM4Xe6Dlp0Y,"The tawdry product notably cheat because cylinder dewailly pack per a proud stop. erect, coherent noodle",1
105,KM4Xe6Dlp0Y,Thank god i&#39;m pretty lmao,1
106,KM4Xe6Dlp0Y,Looks are not everything.<br>- says a Model who earns her money CUZ of her looks<br>-  says a Model who gets attention and love from everywhere  CUZ of her looks,1
107,KM4Xe6Dlp0Y,"The stingy september practically continue because great-grandfather laparoscopically compete off a blushing cannon. pastoral, private eggplant",1
108,KM4Xe6Dlp0Y,"i think we are all missing the point here, she is gorgeous but of course it&#39;s the cards that she has on her hand, so people do not seem to see past pretty face, oh you&#39;re a model, you get whatever you want, she&#39;s trying to say that to stop looking at her as that and regard her for her person, she&#39;s stating that it is unfair that society has chosen this certain standard is perfection when in reality, it shouldn&#39;t be. societal standards just creates more inequality and that the media constructed her as someone who she isn&#39;t. it&#39;s the media not the people we see on screen that portrays them in such a light and everyone has been brainwashed to see it this way. it has been ingrained in us since a young age that beauty is white/tall/skinny etc. if she weren&#39;t a model talking about this, maybe it would have made a difference in the commenter&#39;s opinions thinking that she is complaining about her plight but rather she is asking us to see it as it is.",1
109,KM4Xe6Dlp0Y,"Look isnot every thing.but personal,  it is the importanr",1
110,KM4Xe6Dlp0Y,stop the cap,1
111,KM4Xe6Dlp0Y,I guess she is just being honest about her experience and we are just giving her a hard time because we know she&#39;s gotten it easy. Still there should be no room for hate,1
112,KM4Xe6Dlp0Y,1309,1
113,KM4Xe6Dlp0Y,Maravilha ,1
114,KM4Xe6Dlp0Y,I have no idea how can this shirtty video has 460k likes,1
115,KM4Xe6Dlp0Y,If you weren&#39;t my favorite  model I would not be here watching . I liked your manners as well ,1
116,KM4Xe6Dlp0Y,Pure honesty,1
117,KM4Xe6Dlp0Y,Shes fit as,1
118,KM4Xe6Dlp0Y,"Model in TED talks: I&#39;m not just a body, I paid with the money I earned for education!<br>Satan: Your soul is mine!",1
119,KM4Xe6Dlp0Y,ok like this was such an amazing talk. Seriously.,1
120,KM4Xe6Dlp0Y,"The square surprise pharmacokinetically amuse because hip intialy mate notwithstanding a silent babies. acoustic, true karen",1
121,KM4Xe6Dlp0Y,Love her honesty ,1
122,KM4Xe6Dlp0Y,If your look doesn&#39;t mater what should you feel insecure about how you look?,1
123,KM4Xe6Dlp0Y,"The jolly air effectively peck because cobweb moberly offend given a lacking guitar. necessary, tested system",1
124,KM4Xe6Dlp0Y,Awesome!,1
125,KM4Xe6Dlp0Y,"Fun fact: I was skinny since childhood and people around me were teasing me all the time, telling me that I must not have enough to eat.... and a lot of other mean things. While growing up I understood that most men in the Haitian culture preferred women with curves, specially the exaggeratedly big booty . Then I met people from the US and I recieved a lot of compliments for the same skinny body. <br>What I am saying is that: it&#39;s all about culture. And the best way to preserve our mental health is sometimes to ignore the criticism of the society.",1
126,KM4Xe6Dlp0Y,One word :Jeremy meeks,1
127,KM4Xe6Dlp0Y,She said :- looks aren&#39;t everything <br>Me:- believe me i am too skinny,1
128,KM4Xe6Dlp0Y,so...she admits to her &quot;privilege&quot; and how &quot;wrong&quot; it is and that the pictures are &quot;doctored&quot; by professionals...yet if that job and industry is so bad...why does she keep doing what she does???,1
129,KM4Xe6Dlp0Y,"of course people who are judged by looks will be insecure with their looks. Look at IG fitness model and how most of them use PEDs to meet people&#39;s expectations, they reduce years of their life literally.",1
130,KM4Xe6Dlp0Y,"really! thin people are insecure.  that&#39;s surprising.  I&#39;m not thin and I see thin women all the time being treated like queens.  and yeah I know they could be insecure because of disgusting men.  but they have an easier life.  oh and it depends on the body type.  you can be an ectomorph which is when someone is Slim and can&#39;t get pudgy or whatever you call it. no matter what they eat.  Mesomorphs are in between, they can lose weight easily but gain it right back easily but they are curvy.  and lastly Endomorphs are people who have it the hardest they are super curvy but it&#39;s hard to lose weight.   So the modelling agencies usually just go for ectomorphs and people who have GREAT HAIR and GREAT LEGS.  Oh and skin.",1
131,KM4Xe6Dlp0Y,"The noxious alarm intrinsically whip because goat pharmacologically notice regarding a youthful insulation. yummy, voracious gasoline",1
132,KM4Xe6Dlp0Y,Donald J Trump: money isn&#39;t everything believe me im a billionaire <br>Im just gonna leave it here.,1
133,KM4Xe6Dlp0Y,"Cameron, you are just so wrong on so many levels. Beauty is almost everything. You can never be too beautiful. The better looking you are the better. Beauty has been especially has been found to correlate with intelligence. The better looking you are, the more intelligent you are likely to be. You really do not want to know what it is to be ugly, undesirable, less talented and less intelligent. It sucks and is a world of hurt and pain. Be happy you were born the way you were because I sure do wish I could be born insanely beautiful and gorgeous.",1
134,KM4Xe6Dlp0Y,<br><br>,1
135,KM4Xe6Dlp0Y,"&quot;Looks arent everything&quot; = proceeds to tell us about getting out of a police ticket for breaking the law , free stuff , world travel , rubbing elbows with the rich and influential , people paying for you...<br>Are you SURE &quot;theres no benefit&quot; ?????",1
136,KM4Xe6Dlp0Y,"Never heard of the &quot;halo effect&quot; ? Where by virtue of &quot;being attractive&quot; , you get access to places , scenarios * as well as individuals * , and countless other advantages? Must not have...",1
137,KM4Xe6Dlp0Y,why y&#39;all being so uncomfortable to her? I found her talk really nice to hear.. Well I just can&#39;t understand why the comments are being rude to her.,1
138,KM4Xe6Dlp0Y,"Looks are everything.Believe me,I&#39;m not a model.",1
139,KM4Xe6Dlp0Y,She sees the way the marxist wind is blowin.............,1
140,KM4Xe6Dlp0Y,The halo effect!,1
141,KM4Xe6Dlp0Y,"The broad whiskey fortuitously sniff because dimple preferentially attempt circa a billowy carol. cloudy, attractive texture",1
142,KM4Xe6Dlp0Y,I love this talk!!,1
143,KM4Xe6Dlp0Y,"People, for fucks sake, looks really arent everything. Yes, a lot of you guys are right, they do matter, just not in the way that you guys think. Looks are poweful, they are a way to portray yourself in front of others. The way you dress, the expressions on your face, the way you stand, can all give a sense of power. But looking just like whats cool and popular and unrealistic, ruins that sense of power you could hold. Wearing makeup just because you think youre ugly, which youre not, and wearing clothes that you think will give you a pass to feeling accepted, even if you fucking hate them, is not what it means to be good looking. Going on diets so you can have a body that even models are probably making themselves miserable, and maybe even lying to you to have ruins it too. Models are pretty, yes, but they dont define what it means to be beautiful. Being pretty is a one sided term, only looking to the unrealistic, big picture standards of a being. Being beautiful means to be you, to be human. To feel, to be imperfect. Have you ever realized how you react to these two different terms? A typical reaction to being pretty is that you might feel good because it gives you a sense of false hope, and false joy. But it doesnt feel authentic. However, when youre called beautfiul, doesnt it sound more authentic? Genuine? Real? Dont you feel a better sense of joy when you hear the word alone? Thats what I mean. Dont beat yourself up for something that you cant control. You can still have good looks. You just need that sense of power in the way you hold and view yourself. It will change you. Truly. Looks dont define who you are. Theyre just the blank canvas for all of youre enigmatic colors! Sorry this is so long/: I hope it helps though.",1
144,KM4Xe6Dlp0Y,"I hate this comment section. Im plus sized, and I think every single thing she said was well said and accurate. It was informative and she admitted to all of her privileges!",1
145,KM4Xe6Dlp0Y,Where can I find the whole talk please? She actually caught my attention with the racial injustice &amp; how young girls view themselves.,1
146,KM4Xe6Dlp0Y,I feel very sorry for her,1
147,KM4Xe6Dlp0Y,"This is a really good, meaningful TedTalk. I will be sharing it with my students.",1
148,KM4Xe6Dlp0Y,"So here we have a model, that just happened to be unhappy. But her unhappiness had nothing to do with being a model, only with how she was being treated. I wonder how much more unhappy she would&#39;ve been if she wasn&#39;t a model.",1
149,KM4Xe6Dlp0Y,Really lady......,1
150,KM4Xe6Dlp0Y,She is pretty...mmm,1
151,KM4Xe6Dlp0Y,Loks aren&#39;t all......yes true but we all see first with out eyes. We don&#39;t see the person&#39;s soul or character traits. Looks do make  people more appealing.,1
152,KM4Xe6Dlp0Y,"Lets see maybe in 20 years time when your beauty fades away, honey. Youll come back to your tedtalk video cause you miss the beautiful you. Cause, look really matters",1
153,KM4Xe6Dlp0Y,God I love her shes amazing not so many people brave to say the truth,1
154,KM4Xe6Dlp0Y,"Money isn&#39;t everything. Trust me, I&#39;m a billionaire.",1
155,KM4Xe6Dlp0Y,"Someone should really make a video about defining &quot;Modeling&quot;, the reason for its existence. Many might think about all the &quot;surface level&quot; things that come to our minds but there is really more to it.",1
156,KM4Xe6Dlp0Y,I think that this woman has a beautiful heart and good sense.,1
157,KM4Xe6Dlp0Y,9 mins wasted ,1
158,KM4Xe6Dlp0Y,"Tbh all i hear is someone with everything express how they have problems too but they are shallow.<br>But then shes a model and talks about superficial but right after, she contradicts herself by admitting shes insecure about her looks?<br>Oh and then it was about race. Bam. Sudden beauty pageant.",1
159,KM4Xe6Dlp0Y,"It is so easy to say that coz u have the looks, but ugly creatures just went silence",1
160,KM4Xe6Dlp0Y,She&#39;s great. A lot of commenters here aren&#39;t.,1
161,KM4Xe6Dlp0Y,POV<br>     You making a stand in her statement (module),1
162,KM4Xe6Dlp0Y,"really bold of you to come out and speak this, respect!",1
163,KM4Xe6Dlp0Y,"Looks aren&#39;t everything but they&#39;re something, aren&#39;t they?!!",1
164,KM4Xe6Dlp0Y,"&quot;With a beautiful body comes insecurity and,<br> With a beautiful mind comes doubt&quot;",1
165,KM4Xe6Dlp0Y,So powerful!,1
166,KM4Xe6Dlp0Y,Looks aren&#39;t everything but it makes everything easier.,1
167,KM4Xe6Dlp0Y,She isnt saying looks arent everything to say looks dont matter. Shes saying looks dont define your character and they SHOULDNT matter so much.,1
168,KM4Xe6Dlp0Y,"Anyone who has ever been unattractive can tell you that looks do matter. A lot. I was a very ugly duckling who grew into my looks in my early 20s. There is no comparison between how I was treated before and after. It was night and day.<br><br>The difference between how youd imagine people would treat a disgusting alien lifeform and how people would treat royalty or someone magical. When youre attractive and dress to conceal it (no or intentionally bad makeup, frumpy clothes, bad posture) the way people treat you feels MEAN  but in reality, its just the absence of everyone bending over backwards for you. Its how every average person is treated, and better than ugly people are treated.<br><br>The world is so kind to me now, but Im still bitter. I havent forgotten how people treated me when I wasnt attractive. I was the same person. I was actually probably a better person when I was ugly: I was kinder, less vain, less judgmental. I tried to do good in the world. And none of that mattered. All that matters is how you look.",1
169,KM4Xe6Dlp0Y,Bill gate says: money wasnt anything,1
170,KM4Xe6Dlp0Y,Speech is simple you have to have our questions too like why did you choose to be a model,1
171,KM4Xe6Dlp0Y,"In the age of majoritarian belligerence and the open flaunting of majoritarian way of life, one from that pack is soothingly candid. Acknowledging the facts is what helps us all grow. Pretty impressed by her acknowledgment of her genetic lottery and her insistence that her world is full of artistic constructions of the image. Bravo Ms. Russel. Truth is always beautiful. ",1
172,KM4Xe6Dlp0Y,i literally love her,1
173,KM4Xe6Dlp0Y,DO NOT WORRY<br>Kamala Obama and Barrack Harris aim at changing our views on sexuality and genders.,1
174,KM4Xe6Dlp0Y,She literally wore a granny outfit and looked STUNNING,1
175,KM4Xe6Dlp0Y,Looks arent everything... if you have it,1
176,KM4Xe6Dlp0Y,"The spicy donna sporadically trace because fog naturally examine including a wiggly frown. frightened frightening full fumbling functional, grandiose crook",1
177,KM4Xe6Dlp0Y,Looks aren&#39;t everything only money matters then you will have happiness,1
178,KM4Xe6Dlp0Y,"First time I feel like falling in love with a model :) by hearing her talk. Much respect, I guess I m brained washed by TV that says model has no brain. :)",1
179,KM4Xe6Dlp0Y,"Even the none white models their facial feature portions are more of white feature comparing to their own black, brown and yellow race.<br>The average facial feature radio of average black, brown and yellow are much different than their few models on the popular magazine and the runways.<br>Currently there are no minority models, they are all white facial feature. Doesn&#39;t matter their skin color or race.",1
180,KM4Xe6Dlp0Y,This woman looks like Cristiano Ronaldo.,1
181,KM4Xe6Dlp0Y,nope but neither is money but it can buy me a boat,1
182,KM4Xe6Dlp0Y,"Apart from this, you should also tell us what to do to make models look attractive.",1
183,KM4Xe6Dlp0Y,People are never satisfied.,1
184,KM4Xe6Dlp0Y,Good looking people are usually insecure because they realize that looks ARE everything,1
185,KM4Xe6Dlp0Y,Yaa amn var ablacm daha ne kadar ansl olabilirsin ki,1
186,KM4Xe6Dlp0Y,Google the name Siya Kakkar. 26 years old pretty tik tok star with good career opportunities in modelling committed suicide. If you get good looks you&#39;ll get good looks only.,1
187,KM4Xe6Dlp0Y,A pretty girl will learn heard way that who&#39;s/what&#39;s important in her life.,1
188,KM4Xe6Dlp0Y,Cops said go home your to pretty to get a ticket. George FLOYD!,1
189,KM4Xe6Dlp0Y,Smelling some salty comments here... She IS admitting to her privilege and that its not fair so why not thank her for what she is doing instead of criticizing her?,1
190,KM4Xe6Dlp0Y,"<a href=""https://www.youtube.com/watch?v=KM4Xe6Dlp0Y&amp;t=0m46s"">0:46</a> <br>more true words have yet to be spoken",1
191,KM4Xe6Dlp0Y,So stupid,1
192,KM4Xe6Dlp0Y,She had some great points and a very well done video but the title is completely misleading.,1
193,KM4Xe6Dlp0Y,Wow there are a lot of toxic comments here since I last saw it.say what you want but her photo comparisons are eye opening,1
194,KM4Xe6Dlp0Y,"This video wouldnt have too much attention, if instead of this model wouldve talked an ugly person . Thats hipocrisy by our society",1
195,KM4Xe6Dlp0Y,people who deny a specific ability or feature or thing are perfect in that field...e.g. Jeff bezos says money doesn&#39;t matter or warren buffet says the same words. it&#39;s quite ironic...LOLL,1
196,KM4Xe6Dlp0Y,"Its becoming like a trend for beautiful women to say  Im insecure  i believe its rude because i think they say it so average women think oh look at her shes perfect and she Also has insecurities so i wont envy her, shes just like me when in reality beautiful women know they are privileged",1
197,KM4Xe6Dlp0Y,what a clickbait,1
198,KM4Xe6Dlp0Y,"Yes, but easier to say for a model than an average looking person.",1
199,KM4Xe6Dlp0Y,"People mad in these comments missing the whole points. She was soooo honest, most people don&#39;t wanna admit they got where they are through lottery/legacy.",1
200,KM4Xe6Dlp0Y,Yes looks are not everything<br>But we live in that kind of society where only beauty and tall height will be admired<br>Unfortunately we are part of this expedition where a person will go to off eyes because of its looks which is created by His lord<br>And we are no one to find mistakes in His creation<br>Treat everyone equally <br>For God sake,1
201,KM4Xe6Dlp0Y,Looks play important role in life......Never believe when people say &quot; looks doesn&#39;t matter &quot; bcz their actions are true reflection of their thinking and 99% people ignore uh if you are ugly.,1
202,KM4Xe6Dlp0Y,Those comparison photos were so scary!,1
203,KM4Xe6Dlp0Y,Looking at the thumbnail I thought it was Keira Knightley.,1
204,KM4Xe6Dlp0Y,"yeah it&#39;s not everything, but mostly, and that matters",1
205,KM4Xe6Dlp0Y,"ugly people hate beautiful people, stupid people hate smart people, loosers hate succesful people, etc",1
206,KM4Xe6Dlp0Y,"Clicked on this video because she was looking like a snack. Now, what doesn&#39;t matter?",1
207,KM4Xe6Dlp0Y,Some of you clearly did not watch the video and just jumped straight to the comments section to complain about the title lol,1
208,KM4Xe6Dlp0Y,Me : <b>trying to find good comments</b><br>The comments : <br>Models : looks aren&#39;t everything <br>Rich ppl : money isn&#39;t everything,1
209,KM4Xe6Dlp0Y,Maybe the worst TED talk of all time? She has the self-awareness of a 16 year-old.,1
210,KM4Xe6Dlp0Y,She should learn how to stop smacking.,1
211,KM4Xe6Dlp0Y,She is amazing.  Beautiful and intelligent.,1
